"licensee_name","licence_number","premises_address","grade","demerit_points","suspension_start_date","suspension_end_date"
"LEE KOOY TEE","C81041N001","21 LOWER KENT RIDGE ROAD THE DECK FACULTY OF ART & SOCIAL SCIENCES SINGAPORE 119077","A","na","na","na"
"NG LAI TECK","C81041N005","21 LOWER KENT RIDGE ROAD THE DECK FACULTY OF ART & SOCIAL SCIENCES SINGAPORE 119077","B","na","na","na"
"SAAMAH BINTE OTHMAN","C81041N011","21 LOWER KENT RIDGE ROAD THE DECK FACULTY OF ART & SOCIAL SCIENCES SINGAPORE 119077","B","na","na","na"
"SARAVANAN S/O NADARAJAN","C81041N010","21 LOWER KENT RIDGE ROAD THE DECK FACULTY OF ART & SOCIAL SCIENCES SINGAPORE 119077","A","na","na","na"
"WONG HIN TENG","C81041N003","21 LOWER KENT RIDGE ROAD THE DECK FACULTY OF ART & SOCIAL SCIENCES SINGAPORE 119077","A","na","na","na"
"CHENG JUNJIE","C84152A004","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","B","na","na","na"
"DICKSON''S CORNER PTE. LTD.","C84152A010","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","A","na","na","na"
"GENG JIANWEI","C84152A001","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","B","na","na","na"
"HAE BOK'S KOREAN RESTAURANT PTE LTD","C84152A006","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","A","na","na","na"
"HOSNUL HOTIMAH","C84152A007","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","A","na","na","na"
"KOH HUI KENG","C84152A008","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","A","na","na","na"
"NOORHAYATI BINTE JALIL","C84152A003","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","B","na","na","na"
"PHAN WAI MEI","C84152A005","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","A","na","na","na"
"SOH KENG SOON","C84152A011","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","A","na","na","na"
"SVK FOOD PTE. LTD.","C84152A002","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","B","6","na","na"
"TAN BEE LENG","C84152A012","21 LOWER KENT RIDGE ROAD THE TERRACE SCH OF COMPUTING NUS BUSINESS SCH SINGAPORE 119077","A","na","na","na"
"SPINELLI PTE LTD","SW05062B000","21 LOWER KENT RIDGE ROAD UNIVERSITY HALL SINGAPORE 119077","A","na","na","na"
"BETTA EAT MO PTE LTD","C97097L000","21 SCIENCE PARK ROAD #01-01 THE AQUARIUS (SCIENCE PARK II) SINGAPORE 117628","A","na","na","na"
"THE PIRATE SHEEP PTE. LTD.","SW15D59N000","218 PASIR PANJANG ROAD #01-03 ICON @ PASIR PANJANG SINGAPORE 118579","A","na","na","na"
"VILLAGE FOOD EMPIRE PTE. LTD","SW15E03X000","218 PASIR PANJANG ROAD #01-12 ICON @ PASIR PANJANG SINGAPORE 118579","A","na","na","na"
"FONG YEW BAN","C87135A001","22 CLEMENTI ROAD SINGAPORE 129751","B","na","na","na"
"FONG YEW BAN","C87135A000","22 CLEMENTI ROAD SINGAPORE 129751","B","na","na","na"
"99 BUONA VISTA KITCHEN PTE. LTD.","C93182J000","22 SOUTH BUONA VISTA ROAD SINGAPORE 118156","B","na","na","na"
"GREAT CHEF HONG KONG KITCHEN PTE. LTD.","SW11341P000","24 CLEMENTI ROAD SINGAPORE 129753","B","6","na","na"
"COMPASS GROUP (SINGAPORE) PTE. LTD.","SW11502X000","24 COLLEGE AVENUE EAST #01-01 UNIVERSITY TOWN - NUS SINGAPORE 138596","A","na","na","na"
"CHEERS HOLDINGS (2004) PTE. LTD.","C99022L000","242A PASIR PANJANG ROAD SINGAPORE 118598","A","na","na","na"
"JAYARAMAN MANOHARAN","C01076E003","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","B","na","na","na"
"LIU LIHUA @LIU JIANHUA","C01076E008","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","A","na","na","na"
"PINES FOOD DELIGHT PTE. LTD.","C01076E011","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","A","na","na","na"
"PINES FOOD DELIGHT PTE. LTD.","C01076E001","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","A","na","na","na"
"SHU XIANG PTE. LTD.","C01076E009","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","B","na","na","na"
"SHU XIANG PTE. LTD.","C01076E004","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","A","na","na","na"
"SOH (SOURCE OF HEALTH) FOOD PTE. LTD.","C01076E007","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","A","na","na","na"
"SVK FOOD PTE. LTD.","C01076E002","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","B","na","na","na"
"TAKAGI RAMEN PTE. LTD.","C01076E006","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","A","na","na","na"
"TING F & B INVESTMENT MANAGEMENT PTE. LTD.","C01076E010","27 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES 1ST & 2ND STY NUS SINGAPORE 118425","B","na","na","na"
"CHENG & CHENG TRADING FAR EAST (SINGAPORE) LLP","SW11B87E000","28 CLEMENTI ROAD SINGAPORE 129754","A","na","na","na"
"CHAMBER FINE FOOD PTE. LTD.","SW15980A005","3 HARBOUR DRIVE LEVEL 3 PASIR PANJANG TERMINAL BUILDING 3 SINGAPORE 117404","B","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","SW07222L000","3 SCIENCE DRIVE 2 FACULTY OF SCIENCE BLK S16 - NUS SINGAPORE 117543","A","na","na","na"
"SUBS UT PTE. LTD","SW13O76E000","3 SCIENCE DRIVE 2 FACULTY OF SCIENCE LT 25 (LEVEL 1) NUS SINGAPORE 117543","A","na","na","na"
"WU YUE INTERNATIONAL PTE. LTD.","C82107C000","30 LOWER KENT RIDGE ROAD NUS - STAFF CLUB (1ST STOREY) SINGAPORE 119075","B","na","na","na"
"02 BB PTE. LTD.","CE09536C000","301 COMMONWEALTH AVENUE #02-01 QUEENSTOWN MRT STATION SINGAPORE 149729","B","4","na","na"
"JIABAO FOOD SERVICE (PTE LTD)","CE09764E000","301 COMMONWEALTH AVENUE #02-02 QUEENSTOWN MRT STATION SINGAPORE 149729","B","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","CE09513X000","301 COMMONWEALTH AVENUE #02-03/04 QUEENSTOWN MRT STATION SINGAPORE 149729","A","na","na","na"
"MR BEAN INTERNATIONAL PTE. LTD.","CE09718X000","301 COMMONWEALTH AVENUE #02-05 QUEENSTOWN MRT STATION SINGAPORE 149729","A","na","na","na"
"BREADTALK PTE LTD","CE09504V000","301 COMMONWEALTH AVENUE #02-06 QUEENSTOWN MRT STATION SINGAPORE 149729","A","na","na","na"
"HAJIS BIN AHMAD","C78140J004","308 CLEMENTI AVENUE 4 #01-335 SINGAPORE 120308","B","na","na","na"
"NG WOEI SIANG","C78140J003","308 CLEMENTI AVENUE 4 #01-335 SINGAPORE 120308","B","na","na","na"
"NTH VENTURE LLP","C78140J006","308 CLEMENTI AVENUE 4 #01-335 SINGAPORE 120308","B","na","na","na"
"SF INVESTMENT HOLDING PTE. LTD.","C78140J002","308 CLEMENTI AVENUE 4 #01-335 SINGAPORE 120308","B","4","na","na"
"SF INVESTMENT HOLDING PTE. LTD.","C78140J001","308 CLEMENTI AVENUE 4 #01-335 SINGAPORE 120308","A","na","na","na"
"SF INVESTMENT HOLDING PTE. LTD.","C78140J008","308 CLEMENTI AVENUE 4 #01-335 SINGAPORE 120308","B","6","na","na"
"SF INVESTMENT HOLDING PTE. LTD.","C78140J007","308 CLEMENTI AVENUE 4 #01-335 SINGAPORE 120308","B","na","na","na"
"TOH TIAN SENG ( ZHUO TIANCHENG )","C78140J005","308 CLEMENTI AVENUE 4 #01-335 SINGAPORE 120308","B","na","na","na"
"TAN HOCK PENG","SW04183P000","308 CLEMENTI AVENUE 4 #01-349 SINGAPORE 120308","B","na","na","na"
"LEE TECK MENG","C79144N004","308 CLEMENTI AVENUE 4 #01-361 SINGAPORE 120308","B","na","na","na"
"LEI YUEN COFFEE & TEA PTE. LTD.","C79144N007","308 CLEMENTI AVENUE 4 #01-361 SINGAPORE 120308","B","na","na","na"
"LEI YUEN COFFEE & TEA PTE. LTD.","C79144N003","308 CLEMENTI AVENUE 4 #01-361 SINGAPORE 120308","B","na","na","na"
"LEI YUEN COFFEE & TEA PTE. LTD.","C79144N008","308 CLEMENTI AVENUE 4 #01-361 SINGAPORE 120308","B","na","na","na"
"LEI YUEN COFFEE & TEA PTE. LTD.","C79144N001","308 CLEMENTI AVENUE 4 #01-361 SINGAPORE 120308","B","na","na","na"
"YANG LING","C79144N005","308 CLEMENTI AVENUE 4 #01-361 SINGAPORE 120308","B","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","SW06095V000","31 LOWER KENT RIDGE ROAD #01-03 YUSOF ISHAK HOUSE SINGAPORE 119078","A","na","na","na"
"GDA PIZZA YIH PTE. LTD","SW06023J000","31 LOWER KENT RIDGE ROAD #01-04 YUSOF ISHAK HOUSE SINGAPORE 119078","A","na","na","na"
"TEN & HAN TRADING PTE LTD","SW06004N000","31 LOWER KENT RIDGE ROAD #01-05 YUSOF ISHAK HOUSE - NUS SINGAPORE 119078","A","na","na","na"
"SUBS YIH PTE. LTD.","SW06461P000","31 LOWER KENT RIDGE ROAD #01-06 YUSOF ISHAK HOUSE SINGAPORE 119078","A","na","na","na"
"STARBUCKS COFFEE SINGAPORE PTE. LTD.","C89072B000","31 LOWER KENT RIDGE ROAD #03-07 YUSOF ISHAK HOUSE NUS SINGAPORE 119078","A","na","na","na"
"BIBJAN BTE ALI ZAMAN","W85265K007","310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303","A","na","na","na"
"CHAN TAI SENG","W85265K001","310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303","A","na","na","na"
"CHEONG SIEW KUM","W85265K008","310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303","A","na","na","na"
"CHIANG MENG TYE","W85265K004","310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303","A","na","na","na"
"Herbert B. Santa Maria","W85265K005","310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303","A","na","na","na"
"LIE MEI CEN","W85265K003","310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303","A","na","na","na"
"NABIHAH BINTE ELIAS","W85265K006","310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303","A","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","SW12D69L000","3150 COMMONWEALTH AVENUE WEST #02-01 CLEMENTI MRT STATION SINGAPORE 129580","A","na","na","na"
"BREADTALK PTE LTD","SW10A18B000","3155 COMMONWEALTH AVE WEST #01-01/02 THE CLEMENTI MALL SINGAPORE 129588","B","6","na","na"
"MCDONALD'S RESTAURANTS PTE. LTD.","SW10A23J000","3155 COMMONWEALTH AVE WEST #01-06/07/08/09 THE CLEMENTI MALL (2 LEVELS) SINGAPORE 129588","A","na","na","na"
"OOTOYA ASIA PACIFIC PTE. LTD.","SW11357A000","3155 COMMONWEALTH AVE WEST #03-53 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"CRYSTAL JADE KITCHEN (C.M.) PTE. LTD.","SW11302J000","3155 COMMONWEALTH AVE WEST #03-54/55 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"SOUP RESTAURANT SINGAPORE PTE. LTD","SW11361J000","3155 COMMONWEALTH AVE WEST #03-62/63 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"STARBUCKS COFFEE SINGAPORE PTE. LTD.","SW11221J000","3155 COMMONWEALTH AVE WEST #03-K1/K2/K3 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"CHANG CHENG FOOD PARADISE PTE. LTD.","SW11234V004","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"CHEN RONG","SW11234V015","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"GAN HOCK LIM","SW11234V013","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"I & R ASIAN FOOD PTE. LTD.","SW11234V007","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"LAI YUHAO","SW11234V010","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"LONGEN PTE. LTD.","SW11234V002","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"NEW HOPE F&B LLP","SW11234V003","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"NTUC FOODFARE CO-OPERATIVE LTD","SW11234V017","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"SFBI (ASIA-PACIFIC) PTE. LTD.","SW11234V016","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"SHINKO IMPORT & EXPORT PTE LTD","SW11234V001","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"SOUP KITCHEN FOOD & BEVERAGE LLP","SW11234V006","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"SUTOPO LAI HWA KENSY","SW11234V011","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"THYE HONG EATERIES PTE. LTD.","SW11234V009","3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588","A","6","na","na"
"FISH & CO. RESTAURANTS PTE. LTD.","SW11190K000","3155 COMMONWEALTH AVE WEST #04-34 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"HARVEST HOLDING PTE LTD","SW11309P000","3155 COMMONWEALTH AVE WEST #05-18/19/20 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"R E & S ENTERPRISES PTE LTD","SW11271K000","3155 COMMONWEALTH AVE WEST #05-28/29/30 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"ABR HOLDINGS LIMITED","SW11314A000","3155 COMMONWEALTH AVE WEST #05-31/32/33 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"MINOR FOOD GROUP (SINGAPORE) PTE. LTD.","SW11115K000","3155 COMMONWEALTH AVE WEST #B1-08/09 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"EAT. BUSINESS PTE. LTD.","SW10907N000","3155 COMMONWEALTH AVE WEST #B1-17/18 THE CLEMENTI MALL SINGAPORE 129588","B","na","na","na"
"OEDO FOOD SERVICES PTE LTD","SW10A24E000","3155 COMMONWEALTH AVE WEST #B1-19 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"HAEFEST PTE. LTD.","SW10A25C000","3155 COMMONWEALTH AVE WEST #B1-21/22/23 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"CUISINE OF CM PTE. LTD.","SW10A21L000","3155 COMMONWEALTH AVE WEST #B1-24/25 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"BACHMANN JAPANESE RESTAURANT PTE LTD","SW11079E000","3155 COMMONWEALTH AVE WEST #B1-34/35 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"ROYAL ONE PTE. LTD.","SW10A51A000","3155 COMMONWEALTH AVE WEST #B1-K1 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"FOUR SEASONS DURIANS PTE LTD","SW11063A000","3155 COMMONWEALTH AVE WEST #B1-K10 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"BAE FRANCHISE GROUP PTE. LTD.","SW11003B000","3155 COMMONWEALTH AVE WEST #B1-K11 & B1-K17 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"LEE HOIE HOCK","SW11081X000","3155 COMMONWEALTH AVE WEST #B1-K12A THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"BENJAMIN GOH WEIJUN","SW10A41C000","3155 COMMONWEALTH AVE WEST #B1-K13 THE CLEMENTI MALL SINGAPORE 129588","B","na","na","na"
"THE FAMOUS AMOS CHOCOLATE CHIP COOKIE SINGAPORE PTE LTD","SW10A34B000","3155 COMMONWEALTH AVE WEST #B1-K2 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"HO KEE PAU (SINGAPORE) PTE. LTD.","SW11057X000","3155 COMMONWEALTH AVE WEST #B1-K3 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"SHENG KEE DESSERT PTE. LTD.","SW11004A000","3155 COMMONWEALTH AVE WEST #B1-K4/K5 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"MR BEAN INTERNATIONAL PTE. LTD.","SW10A17C000","3155 COMMONWEALTH AVE WEST #B1-K7 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"POLAR PUFFS & CAKES PTE LTD","SW10A22K000","3155 COMMONWEALTH AVE WEST #B1-K8 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"BERRY BERRY PTE. LTD.","SW10A20N000","3155 COMMONWEALTH AVE WEST #B1-K9 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","SW12I40J000","3155 COMMONWEALTH AVENUE WEST #01-03 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"SCOOP & SCOOP PTE. LTD.","SW14062A000","3155 COMMONWEALTH AVENUE WEST #01-11 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"SUNTEC FOOD & LEISURE PTE LTD","SW11436C000","3155 COMMONWEALTH AVENUE WEST #04-K1/K2 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"GO SUSHI PTE. LTD.","SW10A27A000","3155 COMMONWEALTH AVENUE WEST #B1-30/31 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD","SW10A14K000","3155 COMMONWEALTH AVENUE WEST #B1-32/33 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"LEE SEOH YONG","SW10954A000","3155 COMMONWEALTH AVENUE WEST #B1-K14 THE CLEMENTI MALL SINGAPORE 129588","B","na","na","na"
"YUMMI HOUSE PTE. LTD.","SW14A06A000","3155 COMMONWEALTH AVENUE WEST #B1-K15 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"EASTERN RICE DUMPLING PTE. LTD.","SW12G39E000","3155 COMMONWEALTH AVENUE WEST #B1-K16 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"TEN & HAN TRADING PTE LTD","SW11096C000","3155 COMMONWEALTH AVENUE WEST #B1-K6 THE CLEMENTI MALL SINGAPORE 129588","A","na","na","na"
"ZENSHO FOOD SINGAPORE PTE. LTD.","SW10A10X000","3155 THE CLEMENTI MALL #B1-28/29 COMMONWEALTH AVE WEST SINGAPORE 129588","A","na","na","na"
"SMOKEY'S BBQ (SUNSET) PTE. LTD.","C89038E000","32 SOUTH BUONA VISTA ROAD SINGAPORE 118161","A","na","na","na"
"Abdul Naseer s/o Abdul Hameed","SW03007K000","320 CLEMENTI AVENUE 4 #01-37 SINGAPORE 120320","B","na","na","na"
"OCTOBLUES PTE. LTD.","SW15550N000","321 CLEMENTI AVENUE 3 #01-02 (321 CLEMENTI) SINGAPORE 129905","A","na","na","na"
"TOASTIES GROUP PTE LTD","SW15862K000","321 CLEMENTI AVENUE 3 #01-10/11 321 CLEMENTI SINGAPORE 129905","A","na","na","na"
"SAKAE HOLDINGS LTD.","SW15645B000","321 CLEMENTI AVENUE 3 #01-12 321 CLEMENTI SINGAPORE 129905","A","na","na","na"
"SWEETEA FORTUNE PTE. LTD","SW15671V000","321 CLEMENTI AVENUE 3 #02-01 321 CLEMENTI SINGAPORE 129905","A","na","na","na"
"SINGAPORE SAIZERIYA PTE. LTD.","SW15591X000","321 CLEMENTI AVENUE 3 #02-05/06/07 (321 CLEMENTI) SINGAPORE 129905","A","na","na","na"
"MORVEN SOLUTIONS (SINGAPORE) PTE. LTD","SW15733C000","321 CLEMENTI AVENUE 3 #02-08 321 CLEMENTI SINGAPORE 129905","A","na","na","na"
"D & D FOOD AND BEVERAGE PTE. LTD","SW15764L000","321 CLEMENTI AVENUE 3 #02-09 (321 CLEMENTI) SINGAPORE 129905","A","na","na","na"
"MINOR FOOD GROUP (SINGAPORE) PTE. LTD.","SW15080K000","321 CLEMENTI AVENUE 3 #02-10 (321 CLEMENTI) SINGAPORE 129905","A","na","na","na"
"VONS DESSERT PTE. LTD.","SW15525P000","321 CLEMENTI AVENUE 3 #03-02 (321 CLEMENTI) SINGAPORE 129905","A","na","na","na"
"EW CINEMAS PTE. LTD.","SW14A28K000","321 CLEMENTI AVENUE 3 #03-03 EW CINEMAS 321 CLEMENTI SINGAPORE 129905","A","na","na","na"
"LIM HE CHAI","SW04122V000","325 CLEMENTI AVENUE 5 #01-143 SINGAPORE 120325","B","na","na","na"
"CHODEE FOOD HOLDINGS PTE. LTD.","C77091A001","325 CLEMENTI AVENUE 5 #01-155 SINGAPORE 120325","A","na","na","na"
"FEI SIONG (F&B) HOLDINGS PTE. LTD.","C77091A006","325 CLEMENTI AVENUE 5 #01-155 SINGAPORE 120325","A","na","na","na"
"HUA ZAI FOOD HOLDINGS PTE. LTD.","C77091A005","325 CLEMENTI AVENUE 5 #01-155 SINGAPORE 120325","B","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","C77091A009","325 CLEMENTI AVENUE 5 #01-155 SINGAPORE 120325","B","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","C77091A002","325 CLEMENTI AVENUE 5 #01-155 SINGAPORE 120325","A","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","C77091A008","325 CLEMENTI AVENUE 5 #01-155 SINGAPORE 120325","B","na","na","na"
"SHI CAI HONG","C77091A007","325 CLEMENTI AVENUE 5 #01-155 SINGAPORE 120325","B","na","na","na"
"SHWE KANT KAW PTE. LTD.","C77091A004","325 CLEMENTI AVENUE 5 #01-155 SINGAPORE 120325","B","na","na","na"
"TAI PECK HAR","C77091A003","325 CLEMENTI AVENUE 5 #01-155 SINGAPORE 120325","B","na","na","na"
"SAKONTHAI KITCHEN PTE. LTD.","SW14235P000","328 CLEMENTI AVENUE 2 #01-186 SINGAPORE 120328","A","na","na","na"
"GATEAU PTE. LTD.","SW08439X000","328 CLEMENTI AVENUE 2 #01-190 SINGAPORE 120328","A","na","na","na"
"QEETRADE (SINGAPORE) PTE. LTD.","C02086P000","328 CLEMENTI AVENUE 2 #01-198 SINGAPORE 120328","A","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","SW07D72N000","328 PASIR PANJANG ROAD SINGAPORE 118654","A","na","na","na"
"FOOD SENSE PTE. LTD.","C97162E005","33 HARBOUR DRIVE PASIR PANJANG TERMINAL BUILDING 1 SINGAPORE 117606","B","na","na","na"
"FOOD SENSE PTE. LTD.","C97162E004","33 HARBOUR DRIVE PASIR PANJANG TERMINAL BUILDING 1 SINGAPORE 117606","B","na","na","na"
"FOOD SENSE PTE. LTD.","C97162E002","33 HARBOUR DRIVE PASIR PANJANG TERMINAL BUILDING 1 SINGAPORE 117606","B","na","na","na"
"FOOD SENSE PTE. LTD.","C97162E006","33 HARBOUR DRIVE PASIR PANJANG TERMINAL BUILDING 1 SINGAPORE 117606","B","na","na","na"
"FOOD SENSE PTE. LTD.","C97162E001","33 HARBOUR DRIVE PASIR PANJANG TERMINAL BUILDING 1 SINGAPORE 117606","B","na","na","na"
"TUNG AH HUN","C97162E003","33 HARBOUR DRIVE PASIR PANJANG TERMINAL BUILDING 1 SINGAPORE 117606","B","na","na","na"
"CCT ENTERPRISE PTE. LTD","SW08381V007","33 HARBOUR DRIVE PASIR PANJANG TERMINAL BUILDING 2 SINGAPORE 117606","B","na","na","na"
"SUTHA'S RESTAURANT PTE LTD","SW08381V004","33 HARBOUR DRIVE PASIR PANJANG TERMINAL BUILDING 2 SINGAPORE 117606","B","na","na","na"
"SEVENLICIOUS GRILL HOUSE PTE. LTD.","SW03057L000","33 PRINCE GEORGE'S PARK PRINCE GEORGE'S PARK RESIDENCES-NUS SINGAPORE 118428","A","na","na","na"
"JASVINDER SINGH","C75012B000","34 SOUTH BUONA VISTA ROAD SINGAPORE 118162","A","na","na","na"
"FEI SIONG (F&B) HOLDINGS PTE. LTD.","C78133E004","345 CLEMENTI AVENUE 5 #01-104 SINGAPORE 120345","B","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","C78133E008","345 CLEMENTI AVENUE 5 #01-104 SINGAPORE 120345","A","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","C78133E003","345 CLEMENTI AVENUE 5 #01-104 SINGAPORE 120345","B","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","C78133E001","345 CLEMENTI AVENUE 5 #01-104 SINGAPORE 120345","B","na","na","na"
"KIMPO FOOD HOLDINGS PTE. LTD.","C78133E006","345 CLEMENTI AVENUE 5 #01-104 SINGAPORE 120345","B","na","na","na"
"NG CHUN HUAT","C78133E002","345 CLEMENTI AVENUE 5 #01-104 SINGAPORE 120345","B","na","na","na"
"QUEK THIAM HUAT","C78133E005","345 CLEMENTI AVENUE 5 #01-104 SINGAPORE 120345","B","na","na","na"
"TAN CHOO KONG","C78133E007","345 CLEMENTI AVENUE 5 #01-104 SINGAPORE 120345","B","na","na","na"
"KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD","SW09368E000","35 JALAN MAS PUTEH PASIR PANJANG GARDENS SINGAPORE 128635","A","na","na","na"
"JOJERIE PTE. LTD.","SW11A35N000","352 CLEMENTI AVENUE 2 #01-129 CLEMENTI AVENUE 2 SHOPPING CENTRE SINGAPORE 120352","A","na","na","na"
